parid,rho_epi,tau_epi,beta1_joint,beta2_joint,beta3_joint,beta4_joint,beta5_joint,beta6_joint,nu,gamma,sigma,theta0,alpha,mu,delta,sig_sq_epi,kappa,S_0,E_0,I_0,A_0,R_0,pop_0,rho_end,tau_end,sig_sq_end
144,0.359263781113413,12.137931034482758,3.056892157295263,6.484315609910985,2.7672778682565387,1.4427675711166354,6.406312797112268,8.239288195212422,0.9640738270943984,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,2.9579468634338375,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.359263781113413,12.137931034482758,2.9579468634338375
145,0.19088995613879806,12.793103448275861,6.00412441923195,6.279118697065419,4.748138792872349,5.13672048740293,7.203163656220127,1.9790316497546108,0.973294993781019,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,2.645512582273802,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.19088995613879806,12.793103448275861,2.645512582273802
146,0.19774514377503283,12.793103448275861,0.7872628522936349,8.326796237546633,3.3801800089057514,6.639819010496882,9.363805064995132,0.8998637096743283,0.9589850168791599,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,3.5607537944420016,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.19774514377503283,12.793103448275861,3.5607537944420016
147,0.45559485684661727,12.793103448275861,4.200079891013691,6.812503596620871,8.589792587004062,3.5994126374714615,0.5215377626174522,2.0643675148972145,0.961986115842592,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,0.9250862404006357,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.45559485684661727,12.793103448275861,0.9250862404006357
148,0.0735856089250174,13.448275862068964,9.293114952813742,9.012061164347529,8.673214789146988,5.873738995700194,0.9148272997471625,0.6126838163546802,0.9993756684823893,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,1.8559733714677158,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.0735856089250174,13.448275862068964,1.8559733714677158
149,0.9809032261418644,13.448275862068964,3.5488238238661456,8.054883931957981,5.435407674396521,7.097257883578241,9.444335911012873,0.15500573074174878,0.9709149514208547,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,4.264257121978328,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.9809032261418644,13.448275862068964,4.264257121978328
150,0.10779994058415784,13.448275862068964,4.656329840024721,3.222892455037391,8.074166907655806,8.747185522350035,8.229385523768252,1.9484731446621253,0.9857508115237579,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,1.457594607035374,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.10779994058415784,13.448275862068964,1.457594607035374
151,0.8044827967876103,14.103448275862068,8.700988642069959,3.3366195887471317,1.4338882508871884,1.970934088679137,5.888310340644316,4.770119500403808,0.9963369695818983,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,4.700601756399772,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.8044827967876103,14.103448275862068,4.700601756399772
152,0.09075381724439248,14.103448275862068,8.728931518398673,9.28126850172614,4.133381185242835,2.6551630844256335,4.195971503502879,6.036423712899523,0.9965193864773028,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,4.710983828466447,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.09075381724439248,14.103448275862068,4.710983828466447
153,0.03437659178702394,14.103448275862068,0.1949865241095473,6.977346940268348,1.099362472030985,6.146264875227391,5.412256599397031,5.115108003862678,0.9712637777905911,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,1.2885149913346725,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.03437659178702394,14.103448275862068,1.2885149913346725
154,0.5907160848329334,14.758620689655173,9.91972835269628,0.5590331284457036,6.074961256628342,1.85056142590478,9.245265859720334,8.759800670792503,0.9664959871210158,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,4.565824717370084,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.5907160848329334,14.758620689655173,4.565824717370084
155,0.04177776518169139,14.758620689655173,9.882585760217726,6.970323722646859,3.8385707146130303,3.4249207709971756,9.83324703529282,2.076439250587286,0.9998020909726619,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,0.4970353117371018,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.04177776518169139,14.758620689655173,0.4970353117371018
156,0.5672954012603781,14.758620689655173,4.758530869672819,9.69773516993267,1.0254386402327904,0.8637081584716233,5.251707085883099,0.39244434193857336,0.9845360940205865,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,4.710016715165482,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.5672954012603781,14.758620689655173,4.710016715165482
157,0.21692629895004434,15.413793103448276,0.5689051896451564,7.085472857871042,4.561741080213272,9.892156014695372,6.399235916684036,4.4468689366208975,0.9989922538632527,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,1.840125034263896,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.21692629895004434,15.413793103448276,1.840125034263896
158,0.7504976749690351,15.413793103448276,6.98532619543718,5.37398313684083,6.386912379309491,0.9221024587515106,3.391993421325022,4.819362168718378,0.9589811538229696,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,1.7678323592470053,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.7504976749690351,15.413793103448276,1.7678323592470053
159,0.21410850243498178,15.413793103448276,3.116024598236346,8.467504806038505,4.295292732410634,5.195884984467027,9.968495117503576,0.4408994326613849,0.9935846884502098,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,1.155213466450257,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.21410850243498178,15.413793103448276,1.155213466450257
160,0.7005367942298406,16.06896551724138,6.926178271258296,8.72035028192904,4.0877925331097265,2.933925307131106,5.934297636092222,8.563780270194833,0.9645070835482329,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,4.656902008060068,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.7005367942298406,16.06896551724138,4.656902008060068
161,0.021357002675625753,16.06896551724138,6.188162046400172,1.1086936443622195,5.563331556484461,2.5945316239215024,1.4888058844151744,0.7173069296374186,0.9948966731783002,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,4.689287140561943,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.021357002675625753,16.06896551724138,4.689287140561943
162,0.042252678921198154,16.06896551724138,0.9304896495061286,7.1254618189378185,1.1830242615628201,4.446701948154979,4.928515665740283,5.630582974263619,0.9588492163340561,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,4.295356890793258,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.042252678921198154,16.06896551724138,4.295356890793258
163,0.4394676094117302,16.724137931034484,3.9051004505291904,3.7375790422525466,7.055977387648181,8.11264188513407,4.556898978151799,6.814367843644744,0.9968421070370823,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,1.9383747730473793,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.4394676094117302,16.724137931034484,1.9383747730473793
164,0.06713319198841339,16.724137931034484,5.96339718479051,0.031187533000850202,2.001962599678694,5.2899515749940065,3.7218060699981788,5.0305784847900155,0.987737120280508,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,3.775634679722535,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.06713319198841339,16.724137931034484,3.775634679722535
165,0.5716025064232602,16.724137931034484,1.7068735960782204,7.7954329948282925,3.938184653549346,8.9901444968846,6.45167750807572,2.2074966000734957,0.9814591835718601,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,4.164739113933752,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.5716025064232602,16.724137931034484,4.164739113933752
166,0.416026295414539,17.379310344827587,8.974425643785038,1.564926843536747,5.925679847539847,7.442883427976229,9.464634615050148,0.9403733755208272,0.9646425474085845,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,3.890079576744096,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.416026295414539,17.379310344827587,3.890079576744096
167,0.9046001809410265,17.379310344827587,5.6104745208018665,5.82126263338019,1.39262963405271,4.733687951756144,5.17676533946571,3.019892101408433,0.9827682544942945,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,2.0385331934187283,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.9046001809410265,17.379310344827587,2.0385331934187283
168,0.6061573419522991,17.379310344827587,5.5619209846263145,5.356576927470587,4.726351502413166,1.1384924184079257,1.6539168482610527,6.382045694988663,0.9956137736560777,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,1.132935279356731,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.6061573419522991,17.379310344827587,1.132935279356731
169,0.2776590450723441,18.03448275862069,2.019880356599445,3.933901782754196,6.900709867787346,1.9254761150730733,5.967338574522178,6.15994430185512,0.9527434465941041,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,3.3201003066364265,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.2776590450723441,18.03448275862069,3.3201003066364265
170,0.6135170340070774,18.03448275862069,9.931639477151762,8.951509937283193,9.007960246043764,0.4414801635093412,4.951635536776915,2.893108877598398,0.9742480314685963,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,4.00827369672523,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.6135170340070774,18.03448275862069,4.00827369672523
171,0.35557149273296673,18.03448275862069,0.985721108473745,1.3776211216354939,3.694368354675418,6.807090605462749,3.2266413380645997,5.340321485884794,0.994616647879593,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,3.868052867700424,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.35557149273296673,18.03448275862069,3.868052867700424
172,0.005028650102600108,18.689655172413794,9.82269134374246,4.4695184851007825,8.505775476955288,0.8011505505887037,6.201954516961996,9.60318929519747,0.9824054221389815,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,2.998172147599877,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.005028650102600108,18.689655172413794,2.998172147599877
173,0.3728327692804457,18.689655172413794,5.114491852488906,0.15840228279748328,5.494604090213556,4.914579722607548,7.594601956902331,2.8148707684795347,0.9984967153985054,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,2.6178229954201435,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.3728327692804457,18.689655172413794,2.6178229954201435
174,0.017634131059118832,18.689655172413794,5.317168466749429,1.3106138454126341,4.139660206278087,3.713722890871562,1.070342958866446,4.907019462480075,0.9853090873686596,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,4.9043283926048735,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.017634131059118832,18.689655172413794,4.9043283926048735
175,0.1606616487375712,19.344827586206897,1.7041596103373535,6.986925960819727,9.927716210957394,6.3740519344707325,7.6147752653398655,3.52987578436241,0.9907552608521655,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,1.1084355095733955,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.1606616487375712,19.344827586206897,1.1084355095733955
176,0.27381756999280726,19.344827586206897,3.716277487738719,2.1408362182265814,5.320683303757047,0.5109356073838477,0.9728539348293863,3.1209998212183145,0.9843357634148561,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,3.5518019148716684,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.27381756999280726,19.344827586206897,3.5518019148716684
177,0.8827211987313549,19.344827586206897,1.3932904167325595,8.990794078082184,1.6654053245623786,7.0640266107537295,4.213678569645902,2.702383355501644,0.9949360814527608,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,3.409494434335789,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.8827211987313549,19.344827586206897,3.409494434335789
178,0.43034963204206367,20,0.16325212880616333,8.991043786619171,8.747398238754363,3.530563514860953,4.460755859589923,9.104308248587115,0.9519518579472788,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,2.7165853783864153,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.43034963204206367,20,2.7165853783864153
179,0.9965855253736141,20,0.660428061152649,7.727614680998023,6.618086516729678,6.829241016265431,9.360555701487382,4.321890706764238,0.9833855309523641,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,0.8678948398561802,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.9965855253736141,20,0.8678948398561802
180,0.01584836311382041,20,5.956270057181076,2.9681122496305434,5.139701939673974,7.242595288246939,4.189494334276671,4.0559398691526045,0.9825980529305525,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,4.024853508648845,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.01584836311382041,20,4.024853508648845
181,0.7041047591968914,16.947935015894473,1e-9,3.5361527145784817,2.064050904803086,7.242961151335421,5.334659263492504,7.799569957643998,0.982719909120351,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,1.9121883093967127,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.7041047591968914,16.947935015894473,1.9121883093967127
182,0.15514594742241444,17.70396943646483,1e-9,3.434703155145928,2.4258126814973284,8.429387500666682,2.2857844697575156,6.853313588386283,0.973622375796549,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,2.8017145725638404,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.15514594742241444,17.70396943646483,2.8017145725638404
183,0.17785530311773673,10.702224529581144,1e-9,7.562271978484233,2.232937115089951,7.517938514022631,0.2862051604716208,6.334517428552339,0.9863138870568946,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,0.047718562244898025,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.17785530311773673,10.702224529581144,0.047718562244898025
184,0.7998643674877844,2.8037562132813036,0.3448275871724138,3.126778160909197,5.76085294872073,0.935017823682488,3.568320896654014,1.379675768246502,0.9928260645829141,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,3.4534226849974368,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.7998643674877844,2.8037562132813036,3.4534226849974368
185,0.07014538043573317,13.72759301867336,0.3448275871724138,1.8125502191289522,3.7601641525235,0.530609715279907,3.821887297707954,7.610791649442668,0.990485018165782,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,0.9567333020905823,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.07014538043573317,13.72759301867336,0.9567333020905823
186,0.4747903483355378,11.465274029178545,0.3448275871724138,5.832450075957446,2.853343198790556,3.1987329928486425,4.0531168395081,5.11264816208256,0.9660018283640965,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,1.7364277964931418,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.4747903483355378,11.465274029178545,1.7364277964931418
187,0.5744160488896751,1.3175043750088662,0.6896551733448275,6.1992124122642975,8.525114287769762,7.827389224184008,1.0309205772011054,9.100681529470313,0.9728333952371031,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,1.5086496407163905,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.5744160488896751,1.3175043750088662,1.5086496407163905
188,0.3072395931821859,17.630925205070525,0.6896551733448275,1.1482794894375339,9.607090908141982,0.1448614392971503,4.270553079541022,7.885974510784253,0.9654071648721583,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,1.2868416468122925,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.3072395931821859,17.630925205070525,1.2868416468122925
189,0.3155935666046647,13.206409105565399,0.6896551733448275,7.788713998382385,6.920253211009023,9.684137946491981,7.0878275230645125,5.870204475189963,0.9604009689996018,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,2.3527271305848823,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.3155935666046647,13.206409105565399,2.3527271305848823
190,0.6794368042070615,15.246510839089751,1.0344827595172414,2.329583452850212,5.3012164710131735,6.798594470921669,8.31972715228835,4.829727814584182,0.9639252061373554,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,2.7984921172938964,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.6794368042070615,15.246510839089751,2.7984921172938964
191,0.0014051685317703194,9.45779100083746,1.0344827595172414,0.8557603028433912,5.762255667201266,5.591943921030789,0.23410775330719044,6.538897324699567,0.9700511321658268,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,1.155872010463402,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.0014051685317703194,9.45779100083746,1.155872010463402
192,0.07917004836475142,7.410571043379605,1.0344827595172414,1.7814203336671586,4.713370041519076,7.141557096323858,7.020663996525019,1.644312183742584,0.9957346116309054,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,3.797950594693551,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.07917004836475142,7.410571043379605,3.797950594693551
193,0.48242976987489317,1.6777457997668535,1.3793103456896552,2.5154676901210524,2.5437667018739574,0.9558592932029694,7.257239476586228,9.17915869279591,0.9549472034559585,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,1.8121906061978796,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.48242976987489317,1.6777457997668535,1.8121906061978796
194,0.10694035989153661,12.974689189344645,1.3793103456896552,9.63150843981613,3.434816678711149,8.72834029853022,4.9950896627617984,8.779197216621677,0.9959254054585471,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,2.603988295201715,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.10694035989153661,12.974689189344645,2.603988295201715
195,0.9579727199871694,9.586440613260493,1.3793103456896552,4.966600067485549,6.671850586177182,5.94380100763918,7.623921456053043,6.305257729624137,0.9900937802973203,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,0.0892996797846303,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.9579727199871694,9.586440613260493,0.0892996797846303
196,0.8042821130729325,4.98762013274245,1.7241379318620689,5.567222910910813,8.954288887430245,6.152873929043377,0.37380498697385645,4.211685748884003,0.9534820455824956,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,4.876733556181631,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.8042821130729325,4.98762013274245,4.876733556181631
197,0.4971842401651136,15.479447215795517,1.7241379318620689,1.5144109967268382,9.254781401325033,0.5750553389191587,0.594481954825958,6.237802491899545,0.9563779193675145,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,1.9131409639147092,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.4971842401651136,15.479447215795517,1.9131409639147092
198,0.3436373791635409,13.415499570779502,1.7241379318620689,7.911195128899332,6.74497915697238,0.45946290113442334,2.0402081784370134,8.058492217872727,0.9884607057203538,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,2.4429540096773965,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.3436373791635409,13.415499570779502,2.4429540096773965
199,0.37357819450660884,7.4253347353078425,2.068965518034483,2.4281277678096886,6.8712777810506,7.570984119326634,6.608798960562914,3.6202939256886166,0.9800679815816693,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,2.126779287929665,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.37357819450660884,7.4253347353078425,2.126779287929665
200,0.6739496397794589,14.25885885534808,2.068965518034483,6.446316677966689,0.8145940150006445,0.32449351254748143,8.294726053889004,9.074430940765312,0.976259955088608,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,1.3733408572420656,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.6739496397794589,14.25885885534808,1.3733408572420656
201,0.06106923644588553,17.715919248992577,2.068965518034483,7.305316466641928,6.876410835269273,3.204515281347241,1.613861076441086,9.592428919899987,0.9608437589020468,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,1.2104326540732788,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.06106923644588553,17.715919248992577,1.2104326540732788
202,0.2383004794164434,3.8886954318732023,2.4137931042068965,1.9476605284629516,8.547680028859471,3.483682585134808,8.840312294312307,0.035116093764054834,0.9879372581606731,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,1.4363910125245147,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.2383004794164434,3.8886954318732023,1.4363910125245147
203,0.8763820669402718,17.305143491132185,2.4137931042068965,2.907017793750021,6.937373630077436,0.5712342341546025,0.9922758452288778,8.94622453033286,0.9962727938895114,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,0.7136540076886171,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.8763820669402718,17.305143491132185,0.7136540076886171
204,0.5191747573323751,14.827774051576853,2.4137931042068965,0.7458119546004206,0.3572675409124983,9.48771739616525,6.579274488955082,3.6066823901482645,0.9537252091686241,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,1.6090455995669606,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.5191747573323751,14.827774051576853,1.6090455995669606
205,0.1726654785530985,2.434005996910855,2.7586206903793102,2.4299690460905676,2.6654105151887477,9.367484008025299,1.3557360283361477,2.386247958818004,0.9936838900786824,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,4.040628174744568,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.1726654785530985,2.434005996910855,4.040628174744568
206,0.7678019220411851,6.524894198635593,2.7586206903793102,6.199564745564078,1.9151787793898034,2.8731519642893595,6.46533191705079,8.108890662158892,0.9826695891330018,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,1.7173803301574078,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.7678019220411851,6.524894198635593,1.7173803301574078
207,0.9401101219868871,7.716604980174452,2.7586206903793102,9.398198009063133,4.439318075866507,9.028923043612641,0.7695581493816442,9.341149001913838,0.9812246920191683,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,3.2774955969023565,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.9401101219868871,7.716604980174452,3.2774955969023565
208,0.8233453339401773,6.254109104629606,3.103448276551724,8.730866517998532,6.783161235829262,2.786679107951489,8.592143075215786,6.862855598178551,0.9800088242511265,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,1.8059089099391605,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.8233453339401773,6.254109104629606,1.8059089099391605
209,0.7074880191505174,10.004385862266645,3.103448276551724,7.18831854434861,2.2967129813759906,1.2379304281816075,8.804857980113782,5.491984757114243,0.9859426048467868,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,4.797112088458212,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.7074880191505174,10.004385862266645,4.797112088458212
210,0.3674116742726094,8.573855803580955,3.103448276551724,0.8785289069445901,4.53452838872266,9.27099927335817,6.7979618956742955,1.446779154630746,0.9873509188066236,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,3.4630701740552237,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.3674116742726094,8.573855803580955,3.4630701740552237
211,0.7674434392219941,1.2181124195922166,3.4482758627241377,8.501577477586356,4.054287444463387,6.897689148628253,7.624343864391636,0.7430259333867207,0.9787380639929324,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,4.629749287925205,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.7674434392219941,1.2181124195922166,4.629749287925205
212,0.33352207569987724,17.10231667244807,3.4482758627241377,5.281156599993522,4.667087249059805,7.494799513620319,9.073229492734663,6.817504919917991,0.9730392728582956,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,1.7064460094154676,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.33352207569987724,17.10231667244807,1.7064460094154676
213,0.3136530081924002,19.85991820623167,3.4482758627241377,3.60999379836593,9.34216320754088,2.047561033027141,0.2508324371155434,7.4243971475181665,0.9926762207061983,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,2.2100371872998217,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.3136530081924002,19.85991820623167,2.2100371872998217
214,0.8277264103291311,7.780958408256993,3.7931034488965514,8.432321527663923,2.237526430593328,5.63902746696794,2.5554845559404686,4.820827125158263,0.9669798884307965,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,1.4895003645251264,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.8277264103291311,7.780958408256993,1.4895003645251264
215,0.9526389986356114,9.044659946113825,3.7931034488965514,1.337451456049582,7.160852602966923,5.658577951105458,0.756809120990783,3.9452373312321725,0.9687887347885408,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,3.6508994400871146,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.9526389986356114,9.044659946113825,3.6508994400871146
